customer_id,recency,frequency,monetary
29490,285,8,24652
29491,328,2,5644
29492,49,2,6785
29493,142,9,23301
29494,157,10,27247
29495,894,1,4277
29496,37,5,13144
29497,157,7,14483
29498,699,3,5651
29499,95,6,17846
29500,422,3,8227
29501,198,6,14215
29502,754,5,12083
29503,95,7,18216
29504,562,1,2997
29505,498,6,17339
29506,304,11,24191
29507,449,4,9212
29508,345,5,13908
29509,50,4,12531
29510,6,2,6993
29511,378,7,21184
29512,32,7,14632
29513,200,4,11492
29514,836,2,5894
29515,361,4,6339
29516,423,3,6048
29517,21,7,19984
29518,50,10,23527
29519,166,4,8307
29520,83,7,16436
29521,208,4,10569
29522,3,5,15696
29523,114,8,27376
29524,237,7,11117
29525,48,7,20366
29526,148,6,9662
29527,334,3,8828
29528,123,5,13153
29529,51,3,5690
29530,417,6,15561
29531,270,5,14537
29532,164,8,25709
29533,195,7,22790
29534,5,6,21185
29535,795,3,3457
29536,264,4,6578
29537,364,2,8288
29538,861,2,3944
29539,26,8,24780
29540,166,4,12932
29541,134,8,28694
29542,852,1,2530
29543,199,4,10469
29544,223,5,19012
29545,246,6,12409
29546,156,2,5021
29547,131,4,12657
29548,47,6,7896
29549,314,4,8229
29550,38,9,22455
29551,305,5,10074
29552,50,5,17565
29553,25,8,19526
29554,71,7,19985
29555,417,2,6598
29556,367,3,9692
29557,244,3,5382
29558,791,5,18400
29559,101,4,7925
29560,495,4,13966
29561,48,6,19328
29562,521,5,14007
29563,862,2,4820
29564,102,1,4707
29565,398,10,27651
29566,283,6,15120
29567,658,2,3952
29568,173,6,12222
29569,57,3,9088
29570,805,4,7436
29571,8,2,2218
29572,529,6,16707
29573,47,4,14360
29574,94,3,3906
29575,575,8,21484
29576,367,7,21338
29577,1,5,8622
29578,1218,1,2266
29579,580,4,10807
29580,221,4,6517
29581,6,6,19442
29582,171,4,15137
29583,697,6,13894
29584,45,7,23483
29585,276,4,8545
29586,97,2,3144
29587,192,8,19532
29588,355,5,11550
29589,10,8,12219
29590,57,7,23275
29591,153,5,15560
29592,456,4,12239
29593,23,5,18151
29594,528,2,7350
29595,161,7,23321
29596,824,3,5761
29597,1154,2,6607
29598,44,5,17875
29599,266,6,19193
29600,629,5,19672
29601,149,2,6418
29602,152,5,13460
29603,20,5,15211
29604,125,10,27662
29605,134,5,13268
29606,1019,3,9763
29607,51,8,23416
29608,70,7,18496
29609,834,6,19877
29611,283,4,12436
29612,341,11,33241
29613,413,6,18327
29614,14,7,15316
29615,18,6,18512
29616,81,3,9047
29617,574,4,10123
29618,166,9,23821
29619,96,7,19388
29620,293,7,18106
29621,95,4,8821
29622,140,6,15957
29623,872,4,5181
29624,138,2,6058
29625,334,2,6257
29626,64,4,12834
29627,607,5,13486
29628,118,5,15137
29629,162,5,11183
29630,279,7,11744
29631,266,4,11181
29632,262,3,3337
29633,496,3,6394
29634,59,6,15083
29635,191,4,10034
29636,16,7,20520
29637,180,1,2889
29638,93,3,6867
29639,98,8,28694
29640,22,7,17499
29641,724,5,15603
29642,102,4,10988
29643,788,1,2682
29644,730,4,10833
29645,164,5,11490
29646,31,4,8454
29647,177,4,14066
29648,127,5,15942
29649,76,8,17006
29650,115,3,9696
29651,353,7,17785
29652,249,6,14119
29653,380,5,17684
29654,78,6,16898
29655,33,6,5921
29656,159,4,10556
29657,201,3,12965
29658,869,5,7142
29659,370,7,16748
29660,241,6,13615
29661,132,6,16817
29662,358,5,13442
29663,371,9,30123
29664,38,11,24906
29665,270,3,10837
29666,18,8,20321
29667,156,6,20660
29668,32,9,21232
29669,45,6,9163
29670,283,3,11862
29671,79,3,7127
29672,165,5,12792
29673,992,2,8761
29674,16,5,6987
29675,114,11,31425
29676,769,5,13664
29677,14,4,7970
29678,86,10,28700
29679,238,6,14817
29680,518,5,18123
29681,193,8,22896
29682,193,9,27441
29683,146,10,40472
29684,585,4,10386
29685,166,9,18261
29686,222,3,7490
29687,269,7,20046
29688,84,5,7061
29689,149,8,23240
29690,254,10,28730
29691,607,4,7484
29692,149,6,3202
29693,280,2,6819
29694,33,5,9917
29695,241,6,18168
29696,292,1,662
29697,686,4,9007
29698,232,4,14649
29699,45,7,19862
29700,207,6,13090
29701,690,2,8920
29702,467,5,12644
29703,196,5,11780
29704,265,4,9362
29705,47,8,18764
29706,482,3,5906
29707,709,3,8560
29708,175,6,19130
29709,656,3,8009
29710,331,7,25369
29711,332,4,15304
29712,282,6,14078
29713,257,5,5136
29714,50,9,27766
29715,143,6,19319
29716,14,8,22540
29717,34,8,23965
29718,290,6,13620
29719,436,7,15462
29720,89,4,10081
29721,22,8,28109
29722,135,8,32338
29723,107,3,5445
29724,299,8,18714
29725,249,5,10465
29726,698,3,13433
29727,64,4,8682
29728,69,4,12138
29729,467,7,17214
29730,37,5,16766
29731,25,7,18622
29732,235,4,14928
29733,38,6,15792
29734,242,7,20427
29735,180,2,8687
29736,11,7,23526
29737,11,5,15908
29738,545,4,10271
29739,787,2,5675
29740,737,2,6548
29741,474,1,499
29742,625,4,11209
29743,569,3,8320
29744,581,2,8431
29745,394,5,9093
29746,1,6,17897
29747,106,6,14984
29748,123,3,6862
29749,404,5,12127
29750,219,5,9335
29751,68,5,15029
29752,136,7,24100
29753,48,5,20645
29754,992,2,7245
29755,199,5,9095
29756,71,4,12016
29757,7,5,9611
29758,203,2,6558
29759,55,6,14818
29760,382,5,14428
29761,162,7,23309
29762,175,5,14382
29763,60,8,22962
29764,535,6,13742
29765,486,6,12440
29766,79,3,4913
29767,543,6,14111
29768,310,5,12937
29769,67,8,23139
29770,100,8,23130
29771,2,8,19833
29772,1115,1,509
29773,6,8,23334
29774,182,5,15707
29775,26,11,17313
29776,3,4,15180
29777,74,7,17306
29778,169,8,20111
29779,99,5,13399
29780,46,6,8939
29781,79,4,6509
29782,940,3,7844
29783,104,2,4810
29784,7,7,17907
29785,83,4,8971
29786,499,5,13512
29787,30,7,19508
29788,1,6,12996
29789,575,1,3783
29790,11,5,5339
29791,13,8,17548
29792,446,4,9097
29793,167,5,13132
29794,54,4,10457
29795,357,4,10965
29796,417,5,17927
29797,135,5,5534
29798,24,6,14769
29799,367,4,15568
29800,693,3,8837
29801,13,6,10979
29802,517,4,9683
29803,3,7,25006
29804,216,6,13111
29805,165,3,11479
29806,198,7,24444
29807,264,5,13374
29808,222,6,20857
29809,208,4,15815
29810,139,6,22756
29811,430,5,12729
29812,79,8,17034
29813,646,2,5735
29814,279,7,22628
29815,47,2,3788
29816,22,6,15010
29817,900,5,13151
29818,265,2,4064
29819,149,4,11461
29820,26,7,14570
29821,8,9,24269
29822,390,3,6730
29823,74,4,11869
29824,156,4,8886
29825,113,6,12588
29826,462,6,15319
29827,157,8,21861
29828,64,7,17374
29829,901,4,10370
29830,642,5,11757
29831,111,2,3342
29833,667,1,3892
29834,183,5,7588
29835,65,4,11998
29836,468,5,12644
29837,299,2,3971
29838,84,6,18670
29839,65,5,15068
29840,182,5,18384
29841,838,5,14473
29842,409,3,10104
29843,53,7,8171
29844,31,6,22026
29845,449,5,10693
29846,365,1,3085
29847,633,4,11421
29848,73,4,7402
29849,188,3,9482
29850,261,6,16163
29851,150,6,15762
29852,211,4,15790
29853,187,4,10267
29854,112,3,7426
29855,3,3,9419
29856,92,5,12868
29857,188,8,27270
29858,515,6,19167
29859,201,4,10194
29860,13,4,9898
29861,602,3,9115
29862,264,6,18057
29863,859,4,7498
29864,37,10,19238
29865,917,2,4788
29866,429,3,9738
29867,349,3,5532
29868,406,5,10259
29869,95,5,17674
29870,676,2,5545
29871,115,8,21025
29872,156,7,23491
29873,736,4,8016
29874,630,3,7405
29875,35,4,10632
29876,77,10,24229
29877,69,5,11383
29878,221,6,18460
29879,1257,1,3287
29880,49,7,22425
29881,449,3,11258
29882,43,4,10338
29883,345,7,13662
29884,82,6,12901
29885,615,5,16713
29886,4,7,16781
29887,217,5,14876
29888,95,9,24983
29889,58,4,15670
29890,254,5,7429
29891,328,7,14098
29892,25,6,12464
29893,198,4,7281
29894,234,6,12247
29895,60,5,16289
29896,709,3,9398
29897,24,9,30258
29898,373,5,15232
29899,332,1,1966
29900,379,7,8056
29901,194,9,26143
29902,410,6,15146
29903,10,6,11283
29904,345,7,15729
29905,918,1,2479
29906,39,8,16182
29907,1193,1,1962
29908,120,3,5543
29909,562,4,9502
29910,8,9,21665
29911,158,5,10773
29912,73,4,8279
29913,522,6,17789
29914,27,3,9411
29915,348,3,8800
29916,678,3,6374
29917,288,6,7491
29918,307,3,8730
29919,9,6,19088
29920,130,6,17815
29921,389,4,3702
29922,1227,1,4928
29923,908,4,4627
29924,539,3,8936
29925,212,7,28294
29926,131,4,11702
29927,54,5,21222
29928,361,6,11921
29929,352,5,17798
29930,3,6,12332
29931,185,7,17669
29932,499,5,16523
29933,282,6,14765
29934,303,6,14269
29935,521,6,22605
29936,583,4,10530
29937,399,4,14800
29938,42,9,23266
29939,324,4,12138
29940,239,1,1440
29941,213,7,20630
29942,63,6,15318
29943,21,4,11944
29944,26,6,13572
29945,273,6,12397
29946,1010,1,1693
29947,23,4,9508
29948,22,8,19205
29949,135,4,16640
29950,223,6,14498
29951,337,5,12262
29952,300,1,676
29953,7,6,16244
29954,200,6,10311
29955,24,6,18435
29956,417,2,7138
29957,341,6,20653
29958,979,3,5295
29959,539,3,7734
29960,601,4,10515
29961,478,4,4521
29962,69,7,9693
29963,28,6,9357
29964,372,4,11948
29965,61,6,14575
29966,75,11,26912
29967,302,3,7427
29968,653,3,9990
29969,20,4,11688
29970,69,6,17422
29971,447,6,16634
29972,39,3,11966
29973,222,7,17247
29974,286,3,5217
29975,13,5,16140
29976,352,7,22540
29977,246,4,12525
29978,247,5,16274
29979,374,6,18649
29980,448,4,7105
29981,44,11,31765
29982,110,9,28936
29983,21,4,10772
29984,288,8,17939
29985,207,9,21796
29986,240,4,8069
29987,84,8,22459
29988,55,5,16177
29989,207,6,15728
29990,175,11,27423
29991,66,10,27974
29992,86,6,18724
29993,93,3,7903
29994,140,9,22158
29995,130,3,6076
29996,273,5,7628
29997,225,3,7668
29998,365,3,8628
29999,805,4,15901
30000,246,2,7198
30001,68,5,18195
30002,162,3,5783
30003,80,6,16892
30004,478,1,768
30005,47,11,33374
30006,332,6,19846
30007,542,3,8307
30008,196,4,12589
30009,162,4,6265
30010,293,3,14706
30011,336,3,7876
30012,67,8,15797
30013,360,4,10238
30014,385,9,19028
30015,563,3,6602
30016,538,5,14501
30017,603,4,11857
30018,97,3,10943
30019,98,6,18080
30020,134,2,5064
30021,306,5,8093
30022,24,6,23103
30023,293,4,6120
30024,405,4,13315
30025,33,5,19176
30026,380,3,8789
30027,6,6,10895
30028,389,1,606
30029,15,5,15260
30030,18,7,18793
30031,82,4,16275
30032,255,5,12912
30033,238,6,16566
30034,816,3,11137
30035,128,5,14600
30036,42,9,28961
30037,106,5,7691
30038,3,9,22153
30039,3,5,16993
30040,29,9,22873
30041,301,4,9816
30042,58,4,8249
30043,217,5,16291
30044,417,2,6412
30045,428,3,6423
30046,582,3,5773
30047,92,3,7383
30048,173,6,14586
30049,132,3,8388
30050,438,2,6007
30051,477,3,4703
30052,377,3,6160
30053,897,2,5789
30054,84,6,19841
30055,230,5,11205
30056,124,5,16108
30057,93,7,15039
30058,3,7,20584
30059,532,5,11870
30060,129,6,14137
30061,447,7,13713
30062,513,3,8005
30063,424,4,7704
30064,114,5,14022
30065,403,4,14751
30066,374,4,14228
30067,238,3,5473
30068,438,5,7836
30069,682,5,16160
30070,98,9,25080
30071,40,2,5343
30072,199,5,14761
30073,12,5,15864
30074,260,8,24844
30075,156,3,7450
30076,400,8,19879
30077,651,3,11205
30078,139,6,13541
30079,43,4,8874
30080,534,4,10817
30081,825,1,1754
30082,508,4,9144
30083,141,5,17303
30084,247,3,4951
30085,1252,2,7875
30086,142,6,5088
30087,137,1,4211
30088,46,10,21427
30089,34,5,11353
30090,434,5,17462
30091,467,7,21565
30092,25,9,29794
30093,22,4,8082
30094,486,6,13288
30095,419,5,14582
30096,197,2,4845
30097,717,3,5428
30098,9,7,17562
30099,139,3,9981
30100,951,1,4087
30101,170,5,11052
30102,52,4,7279
30103,107,5,12755
30104,240,7,18627
30105,252,9,34286
30106,187,4,10202
30107,159,3,5471
30108,698,5,8846
30109,177,3,3124
30110,139,7,14650
30111,64,3,4936
30112,906,5,13607
30113,91,10,24902
30114,638,3,5748
30115,1143,2,3649
30116,26,6,14958
30117,289,4,7758
30118,115,7,24750
30119,11,7,14564
30120,99,4,12506
30121,438,3,10068
30122,28,9,26891
30123,215,4,7247
30124,112,10,24604
30125,693,2,2649
30126,196,4,9298
30127,130,2,874
30128,124,4,10219
30129,1035,1,837
30130,70,8,22336
30131,715,1,4729
30132,366,10,21267
30133,833,2,565
30134,513,2,3559
30135,58,7,20750
30136,235,6,16533
30137,41,6,16295
30138,175,5,14728
30139,174,6,20957
30140,431,3,6988
30141,207,6,16908
30142,295,6,19526
30143,482,4,18224
30144,76,6,22016
30145,448,7,23061
30146,617,3,14103
30147,498,4,17470
30148,252,2,5356
30149,223,7,21180
30150,94,5,11658
30151,187,9,26805
30152,1184,3,7977
30153,454,3,10586
30154,230,3,8724
30155,197,5,15927
30156,113,5,14180
30157,27,4,11038
30158,3,7,16756
30159,262,6,20250
30160,280,6,17819
30161,539,2,5101
30162,146,8,22091
30163,182,5,14846
30164,104,8,26662
30165,81,5,12025
30166,360,6,15211
30167,234,6,15574
30168,129,6,14672
30169,539,3,7493
30170,536,5,16785
30171,187,7,19644
30172,116,5,12422
30173,212,2,3115
30174,848,2,3807
30175,112,5,10487
30176,182,7,14197
30177,44,7,18030
30178,260,2,5271
30179,460,3,6913
30180,61,7,18474
30181,114,1,901
30182,1092,1,3732
30183,237,2,1485
30184,79,2,5890
30185,4,6,14138
30186,196,3,3688
30187,174,5,15543
30188,333,9,20003
30189,259,4,8612
30190,19,6,18199
30191,1213,2,7341
30192,143,5,21428
30193,702,6,13824
30194,113,4,9401
30195,43,6,15471
30196,281,5,18185
30197,479,5,17266
30198,141,6,20730
30199,376,7,26583
30200,573,4,9867
30201,1,5,18987
30202,308,6,16048
30203,20,5,10358
30204,11,8,23702
30205,198,4,8744
30206,90,3,8768
30207,374,4,9549
30208,207,6,15095
30209,735,3,9610
30210,73,5,14934
30211,280,5,13980
30212,310,3,8029
30213,232,6,13587
30214,253,8,24903
30215,656,3,8850
30216,133,5,15176
30217,113,5,12626
30218,642,5,13945
30219,71,4,14085
30220,118,9,20924
30221,24,7,22556
30222,50,2,4873
30223,444,7,17778
30224,302,3,8689
30225,47,5,13244
30226,286,6,19544
30227,176,7,20696
30228,216,4,12433
30229,131,2,4818
30230,163,1,4682
30231,459,6,16465
30232,24,4,12263
30233,150,4,7679
30234,122,6,17211
30235,595,3,6482
30236,40,4,9288
30237,496,4,7454
30239,337,9,26336
30240,33,6,14219
30241,353,4,9348
30242,90,8,24805
30243,108,5,12026
30244,160,6,15823
30245,301,3,11091
30246,22,3,9775
30247,215,3,4026
30248,619,3,4641
30249,308,3,8001
30250,349,4,10894
30251,693,4,10312
30252,103,6,17657
30253,157,5,16699
30254,568,3,8632
30255,973,2,4577
30256,98,2,5412
30257,333,4,6882
30258,472,3,10490
30259,525,3,10183
30260,496,5,11681
30261,460,4,8026
30262,163,7,19671
30263,565,2,3542
30264,143,7,20319
30265,108,5,5066
30266,1093,2,3718
30267,213,4,5164
30268,54,4,10283
30269,365,2,5436
30270,305,7,18075
30271,565,3,8646
30272,318,5,14644
30273,259,8,27787
30274,127,4,14671
30275,411,3,9781
30276,600,4,14541
30277,80,10,30352
30278,156,6,18568
30279,151,6,15754
30280,680,4,12371
30281,193,6,14514
30282,22,3,6696
30283,280,7,19594
30284,197,7,18702
30285,402,3,5719
30286,97,8,22314
30287,356,6,15869
30288,391,3,5988
30289,1114,2,5306
30290,224,8,20494
30291,183,5,12790
30292,422,5,17627
30293,63,4,15439
30294,64,6,19753
30295,142,6,12429
30296,48,5,15763
30297,17,5,16486
30298,117,7,21338
30299,305,8,20599
30300,12,9,17950
30301,29,7,22022
30302,252,5,13729
30303,292,8,20495
30304,138,6,19716
30305,206,3,10685
30306,563,1,5188
30307,171,4,7516
30308,45,8,18575
30309,188,9,25958
30310,210,4,14708
30311,205,4,10211
30312,104,7,16086
30313,138,6,17784
30314,211,5,9744
30315,396,4,15646
30316,20,4,13877
30317,80,6,21622
30318,705,4,14237
30319,212,5,13973
30320,541,5,10564
30321,232,4,13860
30322,201,2,9411
30323,260,5,15398
30324,833,2,5864
30325,220,4,12425
30326,163,7,25273
30327,249,3,6614
30328,65,5,15909
30329,155,8,22958
30330,69,5,13685
30331,420,5,15569
30332,221,5,14316
30333,74,9,22793
30334,121,6,11354
30335,747,3,5888
30336,739,5,18836
30337,49,4,10289
30338,56,10,27519
30339,85,9,25421
30340,54,9,20257
30341,149,9,25985
30342,194,3,9082
30343,7,7,18287
30344,257,9,19654
30345,8,7,20291
30346,36,5,13613
30347,479,6,18884
30348,84,6,18175
30349,130,6,11175
30350,12,4,8395
30351,193,4,9211
30352,422,5,17260
30353,712,2,5745
30355,35,5,8014
30356,454,5,13660
30357,310,7,21498
30358,69,7,22045
30359,145,5,14471
30360,755,2,6662
30361,185,10,26906
30362,342,3,10352
30363,312,3,12754
30364,175,3,6820
30365,115,3,9986
30366,136,6,15575
30367,37,8,15619
30368,346,5,15408
30369,414,5,13026
30370,56,4,7938
30371,92,2,6192
30372,79,8,19824
30373,268,3,5671
30374,1,8,15042
30375,328,5,20792
30376,283,8,16406
30377,129,8,19934
30378,229,4,13799
30379,320,5,11149
30380,229,4,11418
30381,51,9,22474
30382,34,8,20082
30383,304,5,18152
30384,22,6,19066
30385,714,5,17111
30386,263,3,6777
30387,177,5,12792
30388,160,4,10673
30389,66,3,6905
30390,141,2,5905
30391,808,4,8804
30392,194,7,20107
30393,582,6,16090
30394,223,7,15393
30395,315,3,7121
30396,162,7,23063
30397,2,10,36700
30398,149,7,17227
30399,151,3,9266
30400,405,3,10803
30401,257,7,16137
30402,210,5,10361
30403,1054,3,8090
30404,736,1,940
30405,846,2,4687
30406,85,7,19018
30407,124,7,12097
30408,201,3,4076
30409,91,4,8953
30410,187,7,21963
30411,29,3,10896
30412,311,1,3661
30413,20,5,19430
30414,137,6,16532
30415,679,5,14898
30416,168,5,13113
30417,14,4,10116
30418,387,2,6742
30419,81,7,19796
30420,292,6,19634
30421,2,8,17810
30422,10,6,15621
30423,792,3,9019
30424,154,4,12540
30425,82,3,11374
30426,50,8,28677
30427,255,4,11551
30428,513,3,14455
30429,58,7,11261
30430,877,3,7925
30431,84,7,19389
30433,24,5,11425
30434,207,3,7447
30435,180,3,8807
30436,879,2,6274
30437,383,4,16173
30438,128,4,4853
30439,62,5,14165
30440,65,8,21764
30441,213,7,18814
30442,27,6,11760
30443,155,9,21120
30444,344,3,8974
30445,274,2,4903
30446,385,4,6497
30447,325,3,7710
30448,572,4,10553
30449,281,6,16985
30450,59,6,12636
30451,633,3,12207
30452,289,6,16414
30453,212,7,11008
30454,812,4,7169
30455,13,8,22710
30456,215,9,32589
30457,41,8,20529
30458,69,5,12297
30459,221,6,13505
30460,71,6,13914
30461,652,3,8646
30462,381,2,5219
30463,291,6,20736
30464,484,4,12921
30465,14,6,14484
30466,516,8,23087
30467,138,2,4453
30468,53,5,17481
30469,205,4,11589
30470,416,2,6436
30471,118,8,26428
30472,127,7,15511
30473,10,5,13110
30474,11,6,13872
30475,112,9,23750
30476,431,6,20280
30477,297,3,10463
30478,310,3,8870
30480,541,4,14330
30481,580,3,10997
30482,173,5,16308
30483,54,5,6314
30484,123,7,25515
30485,148,5,13933
30486,523,4,13130
30487,37,5,15369
30488,12,4,7310
30489,371,2,6430
30490,620,4,16360
30491,17,4,4925
30492,188,7,14785
30493,652,2,4443
30494,80,7,24007
30495,193,8,32700
30496,334,5,10794
30497,248,3,9769
30498,506,3,9702
30499,339,5,14339
30500,409,4,12762
30501,194,3,9061
30502,74,5,15838
30503,851,3,9610
30504,235,5,10511
30505,32,4,15713
30506,605,8,17272
30507,99,8,27290
30508,298,8,16796
30509,259,3,12238
30510,54,4,17148
30511,669,3,6132
30512,415,7,17266
30513,19,4,5690
30514,465,4,4939
30515,296,6,22490
30516,3,8,20662
30517,29,9,24141
30518,65,7,16127
30519,258,5,12450
30520,180,4,12498
30521,23,5,15572
30522,202,9,17709
30523,619,4,13970
30524,144,5,15988
30525,368,5,8733
30526,48,4,12885
30527,35,8,30541
30528,69,5,12320
30529,382,7,23663
30530,83,6,12233
30531,342,5,7734
30532,48,4,10878
30533,353,6,16635
30534,206,11,34002
30535,188,4,9262
30536,135,4,17695
30537,74,2,3844
30538,13,6,19075
30539,84,8,15183
30540,7,4,7911
30541,32,5,9676
30542,355,6,15289
30543,123,5,19118
30544,358,5,13487
30545,44,7,24332
30546,373,5,10637
30547,661,2,2989
30548,122,5,16762
30549,166,6,21534
30550,72,6,17224
30551,256,6,18344
30552,58,11,28311
30553,53,5,20581
30554,424,4,10676
30555,404,4,6243
30556,342,5,10807
30557,353,5,9371
30558,30,7,19865
30559,59,2,6362
30560,125,5,13028
30561,80,7,17701
30562,352,3,9463
30563,251,5,14202
30564,207,4,8067
30565,376,6,15332
30566,5,4,2836
30567,335,3,8920
30568,13,4,8933
30569,847,2,4545
30570,42,8,29126
30571,29,8,22121
30572,484,5,19759
30573,81,5,11072
30574,91,5,14501
30575,66,3,5179
30576,349,5,10195
30577,794,2,5503
30578,144,2,3043
30579,62,6,18850
30580,83,1,2711
30581,584,5,14432
30582,176,7,23640
30583,465,4,9198
30584,66,7,20158
30585,399,3,9236
30586,165,9,22876
30587,440,4,13199
30588,38,6,15766
30589,466,6,15118
30590,280,5,13303
30591,224,5,15324
30592,520,6,18709
30593,144,8,17661
30594,733,5,11091
30595,98,6,12315
30596,100,5,10988
30597,610,4,9935
30598,215,6,23699
30599,106,3,6396
30600,59,6,13083
30601,982,1,3645
30602,36,5,16116
30603,157,4,11036
30604,235,3,5700
30605,393,5,12982
30606,103,4,10686
30607,11,4,8158
30608,281,4,8185
30609,127,3,8870
30610,615,3,9763
30611,58,8,20975
30612,208,5,18225
30613,341,4,4945
30614,180,5,14940
30615,483,3,7748
30616,791,2,3340
30617,142,7,18084
30618,179,7,22084
30619,8,6,17867
30620,141,4,10129
30621,435,2,1690
30622,34,4,12713
30623,96,8,28998
30624,133,5,13359
30625,24,5,20680
30626,230,6,23589
30627,65,6,18153
30628,375,6,17140
30629,11,4,12201
30630,469,2,4154
30631,181,3,9906
30632,152,8,24332
30633,6,8,26465
30634,75,9,30894
30635,43,2,7558
30636,358,3,5705
30637,27,4,12089
30638,170,7,16109
30639,75,4,7803
30640,298,5,11992
30641,33,9,27020
30642,1119,2,6043
30643,501,4,12197
30644,109,6,15227
30645,742,2,7678
30646,833,2,2692
30647,286,4,9367
30648,189,5,17743
30649,1164,3,6191
30650,474,2,4832
30651,231,5,11636
30652,41,5,12608
30653,541,3,10279
30654,15,5,11337
30655,367,5,17680
30656,546,3,5860
30657,56,5,7581
30658,220,2,4900
30659,730,6,14506
30660,79,7,18160
30661,1044,1,2605
30662,180,5,16946
30663,251,7,19725
30664,206,7,22461
30665,34,5,12284
30666,364,8,17831
30667,38,6,17910
30668,219,6,24885
30669,53,6,13782
30670,151,6,13513
30671,142,9,24572
30672,429,5,10650
30673,117,7,20482
30674,326,4,8140
30675,491,6,16879
30676,143,7,12748
30677,233,8,23844
30678,10,9,29693
30679,675,3,8734
30680,251,1,4583
30681,320,5,15286
30682,347,7,21567
30683,252,5,15035
30684,458,2,7405
30685,90,9,28102
30686,46,8,27216
30687,86,3,4963
30688,715,5,18891
30689,15,3,9456
30690,26,6,22641
30691,140,4,16389
30692,23,4,11732
30693,576,3,6357
30694,152,8,22606
30695,41,7,21202
30696,143,6,17602
30697,209,5,17790
30698,159,5,6570
30699,462,6,16537
30700,270,3,5960
30701,24,6,14743
30702,370,2,6327
30703,62,4,14260
30704,175,9,24060
30705,224,3,11275
30706,85,11,32772
30707,155,4,12341
30708,13,11,32784
30709,259,5,10473
30710,231,6,23808
30711,346,6,15032
30712,83,7,21461
30713,711,7,16179
30714,167,4,12697
30715,841,2,4932
30716,133,3,7657
30717,190,5,14395
30718,131,7,16135
30719,462,5,15936
30720,59,6,17037
30721,63,6,15636
30722,270,2,5181
30723,156,10,31982
30724,686,6,20429
30725,149,8,20556
30726,477,4,13598
30727,689,2,3380
30728,85,4,10874
30729,803,2,5776
30730,69,7,17362
30731,102,2,6468
30732,734,7,13123
30733,32,8,18077
30734,22,8,25156
30735,349,3,5964
30736,81,5,11644
30737,169,7,22890
30738,251,5,16363
30739,265,8,25934
30740,453,7,15745
30741,190,6,15911
30742,399,4,6522
30743,464,3,9960
30744,905,3,7987
30745,151,3,13225
30746,201,4,13860
30747,270,3,8697
30748,106,9,21646
30749,27,7,16086
30750,263,2,3479
30751,23,6,15497
30752,137,2,5308
30753,545,6,8944
30754,244,4,10446
30755,17,3,5783
30756,224,2,6201
30757,45,4,9213
30758,132,2,7492
30759,508,5,21350
30760,373,5,11083
30761,216,12,35438
30762,321,3,8734
30763,247,3,6910
30764,510,3,12702
30765,84,6,14937
30766,80,5,11024
30767,1,6,18248
30768,32,2,3665
30769,121,5,7835
30770,55,4,11397
30771,88,3,7757
30772,231,3,5046
30773,60,6,18015
30774,568,5,18337
30775,215,2,4320
30776,122,6,15521
30777,291,6,18531
30778,589,4,12188
30779,218,3,7792
30780,141,4,6551
30781,35,10,29818
30782,159,2,6397
30783,410,5,13544
30784,106,3,9520
30785,45,7,13180
30786,305,8,21281
30787,385,6,12968
30788,66,6,9494
30789,258,3,8420
30790,326,5,12456
30791,173,3,10350
30792,235,7,23071
30793,32,7,19815
30794,9,3,6187
30795,28,6,17424
30796,73,8,17581
30797,1254,1,1525
30798,327,4,7121
30799,170,7,17190
30800,253,7,18962
30801,480,2,3455
30802,400,2,4346
30803,25,4,10621
30804,286,5,15366
30805,266,3,11268
30806,772,3,9071
30807,18,5,16883
30808,311,7,23467
30809,11,5,15082
30810,95,5,10547
30811,60,6,15445
30812,254,4,11012
30813,15,4,9409
30814,329,2,5590
30815,105,4,13698
30816,752,3,4967
30817,29,8,20315
30818,499,4,12785
30819,395,4,9666
30820,444,5,19745
30821,177,4,16465
30822,327,5,19725
30823,298,3,8280
30824,312,7,19781
30825,390,2,6960
30826,124,2,7743
30827,73,6,21290
30828,700,4,14436
30829,114,6,17340
30830,254,3,9852
30831,15,4,14172
30832,231,1,4265
30833,572,4,6536
30834,562,3,10885
30835,3,4,9256
30836,274,5,12275
30837,55,2,9012
30838,45,14,42852
30839,193,4,10134
30840,383,5,18352
30841,354,4,10857
30842,128,9,27523
30843,558,2,7335
30844,37,4,12195
30845,6,10,24141
30846,502,2,6984
30847,21,3,8665
30848,105,7,17186
30849,200,10,29099
30850,112,5,13962
30851,29,3,9025
30852,104,5,17862
30853,573,4,10332
30854,45,3,4438
30855,105,8,20743
30856,424,4,11740
30857,77,8,24415
30858,587,6,20650
30859,741,2,1791
30860,474,6,19005
30861,222,5,12030
30862,404,2,3408
30863,168,5,15185
30865,227,3,11794
30866,202,6,15346
30867,801,4,13180
30868,424,7,12947
30869,53,6,16680
30870,214,5,13876
30871,12,6,21455
30872,300,7,13029
30873,4,7,17625
30874,231,3,3824
30875,27,6,18050
30876,65,2,3047
30878,48,5,13944
30879,791,5,14740
30880,947,2,3927
30881,56,8,16083
30882,289,5,13380
30883,28,6,13294
30884,420,4,8742
30885,555,5,14739
30886,64,5,12846
30887,22,4,8251
30888,118,4,13726
30889,52,8,22411
30890,269,6,16599
30891,177,7,18521
30892,133,3,10625
30893,26,9,20807
30894,233,8,15708
